קוד פריט,תיאור פריט,מחיר אחרון שחושב (מטבע),מחיר אחרון שחושב,כמות,ערך מלאי (מטבע),ערך מלאי
27000191,קלסר משרדי גב 8-ורוד,₪  ,7.79,--,,0
27000192,קלסר משרדי גב 8-ירוק,₪  ,8.13,--,,0
27000193,קלסר משרדי גב 8-צהוב,₪  ,6.2,--,,0
27000194,קלסר משרדי גב 8-כתום,₪  ,7.5,--,,0
27000195,מעטפה 11X23 סיגנלור,₪  ,0.33,--,,0
27000196,מיכל קר-קל  5 ליטר,₪  ,21,--,,0
27000198,כרטיס ביקור,₪  ,0.52,--,,0
27000199,מחבר סיכות 26/8,₪  ,24,--,,0
27000200,עוגת הבית,₪  ,16.64,--,,0
27000201,"נייר ניגוב ידיים ""צץ רץ""",₪  ,120.17,--,,0
27000202,"מתקן לנייר ניגוב ידיים ""צץ רץ""",₪  ,78.11,--,,0
27000203,כרטיס אחזקה כחול מקור+2,₪  ,29.01,--,,0
27000204,מדבקת נייר צהוב זוהר 40X25 ממ'כתיב שחור,₪  ,0.8,--,,0
27000205,חלב עמיד 3% (ליטר) (לא פעיל),₪  ,5.99,--,,0
27000206,חלב עמיד 1% (ליטר),₪  ,5.48,--,,0
27000207,משחת ידיים עם גרגירים ( 4 ליטר עם פומפה),₪  ,49.01,--,,0
27000208,חב' נייר 57  למחשבון,₪  ,1.63,--,,0
27000209,עיריית אשדוד נספח ג' מקור+2 העתקים,₪  ,19,--,,0
27000210,עיריית אשדוד נספח ד' מקור+2 העתקים,₪  ,31,--,,0
27000211,עיריית אשדוד נספח ה' מקור+2 העתקים,₪  ,36,--,,0
27000212,שדכן סיכות Kangaro,₪  ,6.9,--,,0
27000213,מחברת כ.קשה 100 דף A-4  משובץ,₪  ,2.6,--,,0
27000214,אלבום כרטיסי ביקור,₪  ,9.8,--,,0
27000216,חוצצים קרטון אנגלית,₪  ,4,--,,0
27000217,עט סימון ארטליין שחור,₪  ,2.9,--,,0
27000218,קופ' לקטלוג קרטון  כתום,₪  ,8.2,--,,0
27000219,חוצצים קרטון 1-12 צבעוני  240גר',₪  ,1.35,--,,0
27000220,חוצצים קרטון 1-31 צבעוני 240גר',₪  ,8.49,--,,0
27000221,חוצצים מפלסטיק א.ב.,₪  ,7.1,--,,0
27000222,חוצצים מדורגים מפלסטיק,₪  ,6.5,--,,0
27000223,נייר צילום כחול בהיר,₪  ,22.96,--,,0
27000224,לוח מחיק 1.20X80,₪  ,70,--,,0
27000225,סט ארגונייזר,₪  ,32.01,--,,0
27000226,סט הנדסה גדול,₪  ,4.96,--,,0
27000227,עיפרון מכני 0.5,₪  ,4.1,--,,0
27000228,עופרות לעפרון HB 0.5,₪  ,1.95,--,,0
27000229,חותמת פרינטי 4911,₪  ,39.22,--,,0
27000230,,₪  ,5.9,--,,0
27000231,מזלג חד פעמי,₪  ,6.2,--,,0
27000232,לוח שעם 60X80,₪  ,20.93,--,,0
27000233,חותמת,₪  ,39.83,--,,0
27000234,תה ירוק סיני,₪  ,23.69,--,,0
27000235,חול רם (לא פעיל),₪  ,6.08,--,,0
27000236,תרסיס סנו רהיט,₪  ,10.15,--,,0
27000237,ראש דיו למדפסת לקסמרק S4270 מקורי,₪  ,167.98,--,,0
27000239,סרט דימו 12 ממ' אדום על לבן DX45015,₪  ,91.1,--,,0
27000240,סרו דימו 12 ממ' שחור על לבן DX45013,₪  ,91.38,--,,0
27000241,נס קפה מגורען 200 גר',₪  ,29.9,--,,0
27000242,ראש דיו למדפסת HP 51641A (מקורי),₪  ,147.97,--,,0
27000243,ספירלה עד 18 דף,₪  ,22,--,,0
27000244,"תג ""לא שמיש ""110X80 בריסטול וורוד",₪  ,0.32,--,,0
27000245,אוגדן ל-48 CD,₪  ,29.51,--,,0
27000246,צמר גפן,₪  ,3.8,--,,0
27000247,מדבקות לבנות 8X12,₪  ,8,--,,0
27000248,מדבקות לבנות 52X100,₪  ,3.04,--,,0
27000249,בלוק מכתבים שורות A-4 (צהוב),₪  ,2.5,--,,0
27000250,מתקן לסלוטייפ -כבד,₪  ,5.8,--,,0
27000251,מדבקות לבנות A-4,₪  ,5,--,,0
27000252,חולץ סיכות,₪  ,1.6,--,,0
27000253,ראש דיו למדפסת קאנון   PGI-5BK  ix 4000,₪  ,72,--,,0
27000254,ראש דיו למדפסת קאנון CLI-8C  ix4000,₪  ,66.01,--,,0
27000255,ראש דיו למדפסת קאנון CLI-8M  ix4000,₪  ,66,--,,0
27000256,ראש דיו למדפסת קאנון CLI-8Y  ix4000,₪  ,66,--,,0
27000257,פנקסי רשימה לארוחת צהרים A-4  מקור+1(כללי),₪  ,6050.43,--,,0
27000258,טונר לפקס IN 8000 BROTHER,₪  ,220.1,--,,0
27000259,ספריי קצף פנטסטיק,₪  ,17.9,--,,0
27000260,מגבונים לחים,₪  ,19.29,--,,0
27000261,יעה+מקל,₪  ,14,--,,0
27000262,נייר כרומו A-4,₪  ,48.99,--,,0
27000263,נייר כרומו A-3,₪  ,87.98,--,,0
27000264,מעטפות כיס אנגלית 34X24,₪  ,1.16,--,,0
27000265,קלסר משרדי גב 8-לבן,₪  ,6.2,--,,0
27000266,פנקס רשימה לארוחת צהרים A-4  מקור+1(מפגש הגשר),₪  ,25,--,,0
27000268,קלסר גב 8 סגול,₪  ,3.9,--,,0
27000269,ראש דיו למדפסת LEXMARK-75,₪  ,169.1,--,,0
27000270,תוף מקורי לפקס ברדר DR-8000,₪  ,649.87,--,,0
27000311,סרט DYMO לבן/שחור 45021,₪  ,59.83,--,,0
27000733,מדפסת זירוקס 6280N,₪  ,1600,--,,0
27000734,ראש דיו מקורי שחור קנון PGI-9 למדפסת IX7000,₪  ,69.01,--,,0
27000735,ראש דיו מקורי קנון-PGI-9 CLEAR INK מדפסת IX7000,₪  ,87.18,--,,0
27000736,ראש דיו מקורי  כחול קנון BK7 PGI-9 למדפסת IX7000,₪  ,64.94,--,,0
27000738,ראש דיו צבעוני למדפסת לקס מרק S4270 מקורי,₪  ,163.98,--,,0
27000739,תוף תואם אוקי 410/430/440,₪  ,210.17,--,,0
27000740,ראש דיו T1291 bkack epson,₪  ,79,--,,0
27000741,ראש דיו T1292 cyan epson,₪  ,64.98,--,,0
27000742,ראש דיו T1293 magenta epson,₪  ,142.09,--,,0
27000743,ראש דיו T1294 yello epson,₪  ,122.05,--,,0
27000744,ראש דיו קנון pg19 מקורי צהוב,₪  ,64.96,--,,0
27000745,ראש דיו קנון pg19 מקורי אדום,₪  ,64.94,--,,0
27000750,אטבים בינוניים,₪  ,0.69,--,,0
27000793,טונר למדפסת OKI B431D,₪  ,480.34,--,,0
27000794,יומן טיפול שנתי עיריית אשדוד,₪  ,22,--,,0
27000795,יומן טיפול חודשי עיריית אשדוד,₪  ,1.63,--,,0
27000796,יומן טיפול שליש שנתי עיריית אשדוד,₪  ,22,--,,0
27000797,כסא פלסטיק,₪  ,260.06,--,,0
27000798,שולחן פלסטיק מתקפל,₪  ,147.97,--,,0
27000799,פנקס כרטיס אחזקה לשערים מקור+2,₪  ,32,--,,0
27000801,יומן לטיפול שליש שנתי נת''ע מקור + 2 העתקים,₪  ,36,--,,0
27000802,יומן לטיפול שנתי נת''ע מקור + 2 העתקים,₪  ,39,--,,0
27000804,יומן עבודה איראל וימאזור חניה,₤  ,25.5,--,,0
27000805,רול אפ 200X235 ס''מ,₪  ,2000,--,,0
27000806,דלפק אובלי עצ שחור רוחב 90 ס''מ גובה 95 ס''מ,₪  ,1000,--,,0
27000807,יומן עבודה נתיבי ישראל,₪  ,22,--,,0
27000808,חלב עמיד 3% (ליטר),₪  ,5.98,--,,0
27000810,נייר טואלט,₪  ,25.99,--,,0
27000811,אטב ג'מבו,₪  ,2.78,--,,0
27000821,מלח שולחן (מלחיה),₪  ,8.14,--,,0
27000822,כורסת המתנה,₪  ,25.5,--,,0
27000824,כוננית למערכת ריהוט,₪  ,60.04,--,,0
27000825,שולחן מנהל,₪  ,1456.15,--,,0
27000829,מתקן למגבות אוטוקאט,₪  ,50.01,--,,0
27000830,מתקן לסבון ידיים 500,₪  ,9.99,--,,0
27000831,מגבת חן (6 יח'),₪  ,48,--,,0
27000832,כוס רשת בנונית שחור,₪  ,5.91,--,,0
27000833,מגש 3 קומות רשת מתכת,₪  ,35.94,--,,0
27000834,נייר אפייה,₪  ,11.5,--,,0
27000835,שוקולית,₪  ,13.7,--,,0
27000836,ביגלה,₪  ,9.8,--,,0
27000840,למינציה A4 80 מיקרון,₪  ,17.9,--,,0
27000841,טופס טיפולים נתע,₪  ,39.01,--,,0
27000842,טופס אחזקה מונעת חודשית 50 דף מקור + 2,₪  ,32.8,--,,0
27000852,מתקן מחיקה פנטל רולפיקס,₪  ,7.44,--,,0
27000853,תה ירוק לימונית ג'ינג'ר,₪  ,21,--,,0
27000855,ערכת בדיקה קורונה,₪  ,9,--,,0
27000857,יומן אחזקה חודשי עיריית בת ים,₪  ,32,--,,0
27000859,יומן אחזקה 4 חודשי עיריית בת ים,₪  ,32,--,,0
27000860,יומן אחזקה חצי שנתי עיריית בת ים,₪  ,32,--,,0
27000861,יומן אחזקה שנתי עיריית בת ים,₪  ,32,--,,0
28000000,פנס מהבהב על רכב,₪  ,119.01,--,,0
28000001,(נצנץ לעבודת לילה(כחול,₪  ,91.02,--,,0
28000002,וו גרירה למגנום - תפוח סטנדרטי כולל שקע לתאורת ניגרר,₪  ,1,--,,0
28000004,מצבר 8G22NF-DEKA,$  ,155,--,,0
28000005,"סט מגבים ""22",₪  ,1,--,,0
28000007,תקע למצית שחור,₪  ,1,--,,0
28000008,"סט מגבים ""19",₪  ,1,--,,0
28000009,מצבר שנפ  95A,₪  ,725.54,--,,0
28000010,מטען למצבר  12A  12V  ניתוק  אוטומטי,₪  ,1,--,,0
28000011,סט מנורות לרכב,₪  ,60.01,--,,0
28000012,מצבר 12V 40AH  DIAMEC,₪  ,251.51,--,,0
28000013,גלילים גמישים לבטיחות בכבישים 450ממ,$  ,9.5,--,,0
28000014,מצבר  12V/65AH (לא פעיל),₪  ,118,--,,0
28000015,מצבר 12V/ 100AH 31-AGM,₪  ,577.94,--,,0
28000016,גלילים גמישים לבטיחות בכבישים 750 ממ',$  ,12.5,--,,0
28000017,מצבר 12V 9AH,₪  ,90.17,--,,0
28000018,מצבר 12V/65AH  NP6512E,₪  ,710.02,--,,0
28000025,מפצל וידאו אקטיבי 4 כפול 1:2,₪  ,161.66,--,,0
28000026,מצבר RITAR 40AH 12V,$  ,80.19,--,,0
28000027,מצבר דקה דגם 27HR3500S,₪  ,900,--,,0
28000028,שלט למשאית 180X180 מאור D.G כולל 3 פנסים,₪  ,2700,--,,0
28000029,נצנץ סולארי צד אחד אדום עגול,₪  ,144.51,--,,0
28000030,מתאם להתקנת אביזרים על קונוס,₪  ,58,--,,0
28000031,מצבר למדחן DEKA UNIGY 45HR2000 (לא פעיל),₪  ,396,--,,0
28000032,מצבר למוטורולה Sonnenschein A512/10 S,₪  ,160,--,,0
28000034,מצבר PowerSafe 12V-92F,Eur,190,--,,0
28000035,מצבר SCB HR 1234HR 12V,₪  ,62,--,,0
28000038,מצבר 40A 12V HTB 12-40,₪  ,320,--,,0
29000000,מחזיק למצלמת משטרה,₪  ,130,--,,0
29000001,מכסה למחזיק מצלמת משטרה,₪  ,6.42,--,,0
29000002,ארון ARIE-43 למצלמת משטרה,₪  ,603,--,,0
29000003,כיסוי פלס' בסיס עמוד מצלמ,₪  ,46,--,,0
29000004,ארגז דמה למצלמת רמזור,₪  ,592,--,,0
29000005,עמוד מצלמת משטרה,₪  ,690.55,--,,0
29000006,"בסיס לעמוד מצלמת משטרה ""1",₪  ,750.01,--,,0
29000007,חיפוי עליון למצלמת מהירות,₪  ,20,--,,0
29000008,דלת למצלמת מהירות כולל רב בריח דמה,₪  ,45,--,,0
29000010,פלג זכר,₪  ,86.5,--,,0
29000011,פלג נקבה,₪  ,86.5,--,,0
29000012,פינים זכר+נקבה,₪  ,1.23,--,,0
29000014,כיסוי פח למצלמת משטרה,₪  ,10,--,,0
29000015,עמוד דמה מצלמה+ארגז עליון אפור,₪  ,2340,--,,0
29000016,"מצלמת גוף סוני 1/3"" D&N SS517",₪  ,230.08,--,,0
29000017,עדשה 3.5-8 אוטומטית,₪  ,125,--,,0
29000018,מגבר אות וידאו לערוץ בודד   VD-1631,$  ,32.18,--,,0
29000019,מערכת סלולרית לבקרת שער חשמלי עד 1800 מנויים המערכת כוללת מודם סולרי מובנה ספק כח 12 וולט ואנטנה סלו,₪  ,1330,--,,0
29000020,תוכנת מחשב לניהול המערכת באמצעות תקשורת נתונים,₪  ,189.97,--,,0
29000021,התקנה,₪  ,350,--,,0
30000003,קבל אלקטרוליטי עומד,$  ,0.05,--,,0
30000007,בורג הדוק 3/8X80,₪  ,0.62,--,,0
30000013,"NC3/8X1.1/4 אלן ע""ר מצופה",₪  ,0.85,--,,0
30000014,בורג פח פיליפס  6X3/8,₪  ,6.93,--,,0
30000017,בורג עץ שטוח פיליפס 3.5X17,₪  ,0.04,--,,0
30000019,בורג סיבית 4-40(100 יח'),₪  ,0.15,--,,0
30000020,33     M8X40 בורג ר.משושה,₪  ,0.25,--,,0
30000021,"3/16*30 בורג ר""ע",₪  ,1,--,,0
30000022,בורג אלן 5/8X2.1/2,₪  ,3.5,--,,0
30000023,בורג עץ פיליפס ראש עגול 4.0X20,₪  ,0.07,--,,0
30000024,BE3 התקן קיבוע בחזית,₪  ,3.12,--,,0
30000027,אום משושה BSW 3/16,₪  ,0.02,--,,0
30000028,אום משושה M8      34,₪  ,0.24,--,,0
30000032,אום משושה 1/4 UNC,₪  ,0.08,--,,0
30000037,"דסקית שטוחה ""1",₪  ,0.47,--,,0
30000038,M12 D.N9021 ד.שטוחה מצופה,₪  ,8.19,--,,0
30000040,דסקית שטוחה  3/4X2X40,₪  ,0.25,--,,0
30000041,בורג עץ פיליפס 3.5X40,₪  ,13.85,--,,0
30000042,בורג פח ראש פיליפס שטוח 6X3/4,₪  ,0.03,--,,0
30000045,דסקית קפיץ 1/8,₪  ,0.02,--,,0
30000046,3/4*12 בורג פח פיליפס,₪  ,6.24,--,,0
30000049,בורג  1/4X25  ראש פיליפס עגול,₪  ,0.18,--,,0
30000050,דסקית כוכב 5/16,₪  ,0.6,--,,0
30000051,3/16X3/4 בורג,₪  ,1,--,,0
30000052,"4*1"" בורג פח פיליפס",₪  ,6.93,--,,0
30000056,אום פרפר 1/4(עם כנפיים),₪  ,0.65,--,,0
30000057,ניטים  10X4 שחור,₪  ,9.9,--,,0
30000058,"בורג קודח טרס מצ'  ""1/2 .1* 8 #",₪  ,0.25,--,,0
30000059,מוט הברגה 1/2 BSW,₪  ,5.5,--,,0
30000061,אום 1.1/8,₪  ,2.3,--,,0
30000062,דסק 1.1/8,₪  ,0.8,--,,0
30000063,בורג קודח לגבס  #6X25,₪  ,0.04,--,,0
30000065,בורג M-8X90,₪  ,0.47,--,,0
30000067,בורג M-10X15,₪  ,0.28,--,,0
30000068,בורג הדוק 5/16X100 הברגה מלאה,₪  ,0.53,--,,0
30000069,ראש לחצן שטוח אדום,₪  ,1,--,,0
30000073,בורג M-8X60,₪  ,1,--,,0
30000074,בורג M-8X70,₪  ,1,--,,0
30000075,בורג ג'מבו כפול 3/8 (לא פעיל),₪  ,1.4,--,,0
30000076,ניטים  4X100,₪  ,0.07,--,,0
30000077,"בורג ר""ע פיליפס 1/8X1/4",₪  ,0.03,--,,0
30000078,"בורג ר""ע  פיליפס 1/8X3/8",₪  ,0.03,--,,0
30000079,אום 5X32,₪  ,0.03,--,,0
30000080,אום 1/8 קטן,₪  ,0.02,--,,0
30000081,דסקית 19X5X1,₪  ,0.05,--,,0
30000082,דיבל כימי M-16(אמפולה),₪  ,8.5,--,,0
30000083,בורג אלן  M8X10  ללא ראש,₪  ,0.37,--,,0
30000085,בורג הדוק 1/2X180,₪  ,2.31,--,,0
30000087,בורג אלןM-6X20,₪  ,0.18,--,,0
30000090,פין קפיצי נרוסטה 6X40C,₪  ,4.1,--,,0
30000091,בורג אלן ללא ראש 1/4X10,₪  ,0.45,--,,0
30000095,אום NC-4,₪  ,0.03,--,,0
30000096,בורג כנף M5X10,₪  ,2.5,--,,0
30000098,בורג ראש פיליפס 5X16,₪  ,0.06,--,,0
30000099,בורג פח פיליפס 10X3/8,₪  ,8.62,--,,0
30000101,דסקית קפיץ 1/4,₪  ,0.06,--,,0
30000102,בורג 1/8X12 ראש עגול פיליפס,₪  ,0.09,--,,0
30000103,בורג פיליפס עגול 1/8X6,₪  ,0.03,--,,0
30000104,בורג פיליפס עגול M2.5X8,₪  ,0.07,--,,0
30000105,בורג ראש עגול פיליפס 1/8X10,₪  ,0.03,--,,0
30000106,אום 5/32,₪  ,0.03,--,,0
30000107,בורג 3/8X50 הברגה מלאה,₪  ,0.58,--,,0
30000108,דסקית שטוחה 3/8X3X40,₪  ,0.3,--,,0
30000109,אום קפיצי CS08/1.4,₪  ,8.73,--,,0
30000110,אום M-8,₪  ,0.05,--,,0
30000111,אום כיפה  מצ' 3/16 BSW,₪  ,0.26,--,,0
30000112,דסקית שטוחה 5/32-10X1,₪  ,0.03,--,,0
30000113,דסקית שטוחה 3/8X21X1.5,₪  ,0.05,--,,0
30000114,בורג M-4X20  ראש פיליפס שטוח,₪  ,0.06,--,,0
30000117,בורג M-5X10  עגול ראש פיליפס,₪  ,0.06,--,,0
30000118,דסקית משוננת 1/8,₪  ,0.04,--,,0
30000119,דיבל כימי 20 ממ'+בורג,₪  ,26.5,--,,0
30000120,דסקית 75X1.1/2X3,₪  ,2.75,--,,0
30000126,"מוט הברגה  ""1  BSW",₪  ,15,--,,0
30000128,"מוט הברגה ""3/4  BSW",₪  ,18.79,--,,0
30000134,שייבה  1.1/4,₪  ,1,--,,0
30000135,ניט לבן 16X4,₪  ,101.7,--,,0
30000137,דסקית קפיץ 5/8,₪  ,0.4,--,,0
30000138,בורג לדיבל כימי 20X300 ממ',₪  ,36.77,--,,0
30000139,עוגן אקספרס 2 טבעות OK 8100,₪  ,1.7,--,,0
30000140,בורג ראש אלן מגולוון 5/16X30,₪  ,0.6,--,,0
30000142,מוט הברגה 7/8 300,₪  ,25.97,--,,0
30000144,בורג אלן ללא ראש M5*6,₪  ,0.35,--,,0
30000145,מוט הברגה מגולבן אורך 1 מטר 1/4,₪  ,1.4,--,,0
30000156,בורג אסכורית קודח בלי אטם 1*14 100 יחידות,₪  ,0.26,--,,0
30000157,"בורג סיבית אורך 30 מ""מ ראש קוני פילפס",₪  ,10,--,,0
30000158,ניטים 10*4.8,₪  ,0.18,--,,0
30000162,דיסקית קפיצית נירוסטה 4  (לבורג כרטיסי בקר AC37),₪  ,4,--,,0
30000165,"בורג ר""ש פליפס מגולבן 3/8*5/32",₪  ,4.22,--,,0
30000166,"בורג ר""ש פליפס מגולבן 5/8*5/32",₪  ,1.26,--,,0
30000167,בורג ראש זנג פיליפס 1/8X3/8,₪  ,4.5,--,,0
30000168,"בורג ר""ע פליפס מגולבן 6*M5",₪  ,0.16,--,,0
30000169,"בורג ר""ע פליפס מגולבן 16*M5",₪  ,0.5,--,,0
30000170,דיסקית מגולוון 3*63*3/8-1,₪  ,0.09,--,,0
30000171,ד'בל ג'מבו בורג מידה 3/8 (לא פעיל),₪  ,2.59,--,,0
30000172,דיסקית קפיצית קוטר חיצוני 16 פנימי 10.5 עובי 2.5,₪  ,0.09,--,,0
30000174,*בורג,₪  ,260,--,,0
30000175,קפיץ צרכזי למחסום,₪  ,290.91,--,,0
30000176,בורג ראש פיליפס M2.5X5 (עגול),₪  ,0.24,--,,0
30000178,בורג פלסטיק M-10 אורך 50,₪  ,3.5,--,,0
30000179,אום פלסטיק M-10,₪  ,0.5,--,,0
30000180,"בורג אלן נירו'  ""10-24X1",₪  ,0.65,--,,0
30000181,"בורג אלן ר""ש נירו'  1/4-20X7/8",₪  ,0.85,--,,0
30000182,פח פן פיליפס #6X1/4,₪  ,0.04,--,,0
30000183,"בורג אלן ע""ר נירו' 10-24X5/8",₪  ,0.5,--,,0
30000184,עוגן חץ מגולבן 120/045/145 S (לא פעיל),₪  ,7.8,--,,0
30000185,עוגן חץ מגולבן 12/070/160S (לא פעיל),₪  ,2.59,--,,0
30000186,דסקיות קפיץ מגולבן 1 צול,₪  ,0,--,,0
30000187,עוגן חץ מגולבן 125/020/16S,₪  ,5.92,--,,0
30000193,אום M-2.5,₪  ,0.04,--,,0
30000195,"בורג ר""צ פיליפס מצ' M6-12",₪  ,0.2,--,,0
30000196,תרסיס אבץ,₪  ,33.32,--,,0
30000197,מוט הברגה M-20 D-975 מגולוון,₪  ,18.03,--,,0
30000199,דיסקית קפיצית M-20,₪  ,0.6,--,,0
30000200,בורג פיליפס עגול 8X3/4,₪  ,0.06,--,,0
30000201,"פן פיליפס DF1144025 440X""1",₪  ,0.1,--,,0
30000202,"אום מ""צ NA1144000",₪  ,0.05,--,,0
30000205,שייבה לבורג M-6 רחבה,₪  ,30,--,,0
30000208,אום משושה 1/4 UNC פרפר,₪  ,24,--,,0
30000209,"ג'מבו עם לולאה למקדח 6.5 מ""מ",₪  ,26.69,--,,0
30000211,"בורג M-10 אורך 200 מ""מ",₪  ,0.4,--,,0
30000212,שייבה קפיץ 5/32,₪  ,0.03,--,,0
30000213,נעל כבל עגול כחול חור 3 ממ',₪  ,0.08,--,,0
30000214,אום נירוסטה UNC 4-40,₪  ,8,--,,0
30000215,ספייסר ז/נ פ/נ 4-40X3/16,₪  ,75,--,,0
30000216,דיסקית פרסה 4 D6799,₪  ,14.99,--,,0
30000217,דיסקית שטוחה מצ' 4X3/16,₪  ,0.12,--,,0
30000218,בורג ג'מבו כפול 7/16 (לא פעיל),₪  ,0.85,--,,0
30000219,בורג ראש פיליפס 3/16X5/8,₪  ,0.05,--,,0
30000220,פן פיליפס נירוסטה 6-32X3/8,₪  ,0.12,--,,0
30000221,דיסקית שטוחה מצ' #6X8S,₪  ,0.1,--,,0
30000226,בורג ראש צילינדר מצופה M3X5,₪  ,0.2,--,,0
30000227,בורג משושה M10X30,₪  ,0.35,--,,0
30000228,בורג משושה M10X40,₪  ,0.5,--,,0
30000229,בורג M-3/6 ראש כיפה,₪  ,0.25,--,,0
30000232,בורג ראש צילינדר פליפס מצופה M4X8,₪  ,0.07,--,,0
30000233,אום פרפר עם  כנפייםM-5,₪  ,0.39,--,,0
30000237,בורג קודח 4X1/2 (לא פעיל),₪  ,18,--,,0
30000241,"ר""צ פיליפס מצ' M3X6",₪  ,0.05,--,,0
30000244,ניטפופ אלומיניום פלדה 3.2/5,₪  ,0.1,--,,0
30000245,בורג ר''צ פיליפס מצ' M3X18,₪  ,0.08,--,,0
30000248,ספייסר חלול אוקולון 3X3/8,₪  ,0.85,--,,0
30000251,אום ניילוק 5/16,₪  ,0.12,--,,0
30000257,דיסקית שטוחה M4,₪  ,0.02,--,,0
30000267,בורג M5X30 ראש שטוח פיליפס,₪  ,0.1,--,,0
30000269,בורג אום כלוב,₪  ,0.5,--,,0
30000271,בורג אלן כפטור 6X35 [שחור],₪  ,0.79,--,,0
30000273,דיסקית נירוסטה M8 A2 DIN 433 304,₪  ,1.5,--,,0
30000276,בורג אלן כפתור מושחר M6X40,₪  ,0.39,--,,0
30000277,בורג הדוק 3/8X30 הברגה מלאה,₪  ,1.26,--,,0
30000278,טפס לעמוד אבן גבירול,₪  ,180,--,,0
30000281,דיבל 10 ממ' (100 יח'),₪  ,1,--,,0
30000283,אום משושה  1 1/4''  BSW,₪  ,3.9,--,,0
30000284,דיסקית שטוחה 1 1/4'',₪  ,0.9,--,,0
30000286,ספייסר מפיז ז.נ M3X30,₪  ,6,--,,0
30000287,אום פטנט+בורג+דוסקה (אבן גבירול),₪  ,29,--,,0
30000290,בורג פלסטי מחורץ ר''ע M5X12,₪  ,0.01,--,,0
30000291,אום צפה M6,₪  ,0.02,--,,0
31000001,ברז כדורי מעבר 1/2,₪  ,25,--,,0
31000002,פלטת סנדוויץ 500X280X10  ממ',₪  ,9.97,--,,0
31000003,פלטת סנדוויץ 105X35X1.7,₪  ,42,--,,0
31000004,ATMEL AT29C1024-90JI,₪  ,19.62,--,,0
31000005,"גלגל עגלה מסתובב ""4",₪  ,29,--,,0
31000006,שלט סנדוויץ חרוט 20X20 ממ,₪  ,1,--,,0
31000007,"ציר  ספר 3.5X""4",₪  ,7.45,--,,0
31000008,צבע פוליאור בסיס 4.5 ליטר-צבע אורנג 264 א,₪  ,56.28,--,,0
31000009,פלטת עץ  475X250X18 (לארון בזק 7),₪  ,12.01,--,,0
31000011,מושב לאסלה,₪  ,58,--,,0
31000012,פס דין סימטרי מחורץ 35X15ממ' (לא פעיל),₪  ,6.92,--,,0
31000014,"גומחה לפילר מונים ח""ח",₪  ,1242.44,--,,0
31000015,אוזניות תליה לקופ',₪  ,22.94,--,,0
31000016,מקרופון,₪  ,30.76,--,,0
31000017,נייר פרשבן  0.3,₪  ,25,--,,0
31000018,מפזר חום (בלוור),₪  ,351.1,--,,0
31000019,מנורה(זוג) H7 12V,₪  ,21,--,,0
31000021,גליל ניילון פוליאתילן,₪  ,222.22,--,,0
31000022,קרטון אריזה 715X515X520  ממ',₪  ,5.81,--,,0
31000023,"שלט סנדוויץ חרוט ""רמזורים"" 40X15 ממ'",₪  ,3,--,,0
31000025,פרקט AC4 מעושן,₪  ,1,--,,0
31000026,אספקה והתקנה ספים,₪  ,1,--,,0
31000027,אספקה והתקנה ספוג,₪  ,1,--,,0
31000029,הרכבת פרקט,₪  ,1,--,,0
31000030,הרכבת פנל רגל,₪  ,50,--,,0
31000031,דגל לוגו 80/110 עם הדפסה,₪  ,40,--,,0
31000032,דגל לאום 110/150,₪  ,17.97,--,,0
31000034,שלט סנדוויץ  86X20,₪  ,15,--,,0
31000035,שלט סנדוויץ  220X18,₪  ,24.99,--,,0
31000036,שלט  סנדוויץ  18X45,₪  ,5.99,--,,0
31000037,רשת לפנל נגדים 310X110X1.5,₪  ,100,--,,0
31000040,כיסוי לכרטיסים,₪  ,1900,--,,0
31000044,סטופרים לבקר AC/35,₪  ,4.11,--,,0
31000045,כרטיס קירבה HID חזית ציבעוני /גב חלק,$  ,3.21,--,,0
31000046,כרטיס קירבה HID חזית כיתוב שחור /גב חלק,$  ,2.1,--,,0
31000050,כיסוי אלומ' לחור בעמוד רמזור,₪  ,1,--,,0
31000051,שלט סנדוויץ 80X50 ממ',₪  ,10,--,,0
31000053,אפוד תיקני זברה 2 צהוב,₪  ,18.71,--,,0
31000054,צבע אפור מט (חד ודי) RAL  7040,₪  ,135.11,--,,0
31000057,גלגל ללא מעצור תעשייתי אפור 75,₪  ,15.08,--,,0
31000058,גלגל עם מעצור תעשייתי אפור 75,₪  ,42,--,,0
31000059,פלטת עץ סנדוויץ 70X45X20,₪  ,45.28,--,,0
31000061,תעלת פח מנוקבת,₪  ,25,--,,0
31000062,פח סגירה לתא כבלים,₪  ,140,--,,0
31000063,פח סגירה לתא כבלים שטוח,₪  ,1,--,,0
31000091,בורג אלן ראש שחור 1/4-20X3/8,₪  ,0.16,--,,0
31000092,שלט חרוט  לפי שרטוט,₪  ,75,--,,0
31000093,"ארון ע""ר קומפלט דגם A",₪  ,149,--,,0
31000095,חלוק אשה,₪  ,50.22,--,,0
31000096,"כפפותמשק בית (מק""ט 373  L )",₪  ,21.37,--,,0
31000097,שפכטל+קרקיט 800,₪  ,32.01,--,,0
31000099,כירסום פנל לדיספלי דמבך,₪  ,28.01,--,,0
31000100,ארגז כלים וציוד למשאית,₪  ,119,--,,0
31000101,מסילת אלומ' לסל (קידמי)34560/184,Eur,7.8,--,,0
31000102,מסילת אלומ' לסל (אחורי)34560/984,Eur,14.39,--,,0
