קוד פריט,תיאור פריט,מחיר אחרון שחושב (מטבע),מחיר אחרון שחושב,כמות,ערך מלאי (מטבע),ערך מלאי
25000652,שלט ללחצני פולרה (לא פעיל),₪  ,0.01,13,₪  ,0.13
24000041,25MF 300V קבל שוכב,₪  ,0.02,6,₪  ,0.12
24000387,קבל  עומד 10U/50V,₪  ,0.11,1,₪  ,0.11
10200001,"CPU-386  כרטיס יע""מ לבקר",₪  ,0.01,9,₪  ,0.09
25000433,שנאי 220V/24V 1.2VA  T70/E 44090,Eur,0,16,₪  ,0.09
11000068,כרטיס כניסה+יציאה  קסטור 8X8,₪  ,0.01,6,₪  ,0.06
11000066,כרטיס CPU קסטור,₪  ,0.01,4,₪  ,0.04
24000013,1/2W 220K נגד,₪  ,0.04,1,₪  ,0.04
24000065,1/4W נגד 470 אוהם,₪  ,0.01,4,₪  ,0.04
10300006,ATC 952 DISPLAY CONTROL,₪  ,0.01,3,₪  ,0.03
10000002,OI-305 כרטיס בקרת יציאות,₪  ,0.01,1,₪  ,0.01
10000004,ME-106       כרטיס זכרון,₪  ,0.01,1,₪  ,0.01
10300004,ATC 952 CPU,₪  ,0.01,1,₪  ,0.01
14000108,עמוד 4 מטר רב-צלעות למצלמה (לא פעיל),₪  ,0.01,1,₪  ,0.01
10000001,LD-405  כרטיס בקרת נורות,₪  ,770,--,,0
10000003,MES-106A     כרטיס זכרון,₪  ,884.97,--,,0
10000007,RIO-1024 כרטיס ממסר חלקי (לא פעיל),₪  ,1,--,,0
10000008,MB-705          כרטיס אם (לא פעיל),₪  ,999.22,--,,0
10000009,8 P.SUP.  כרטיס ספק לגלאי (לא פעיל),₪  ,506.48,--,,0
10000010,כרטיס מתאם (לא פעיל),₪  ,230,--,,0
10000011,סל בקר AC/35 (לא פעיל),₪  ,0.04,--,,0
1000006,שק מלט אפור 50 ק''ג,₪  ,24,--,,0
10200000,AC-37 סל בקר (לא פעיל),₪  ,1000.61,--,,0
10200003,RIO-1 כרטיס בקרת פלט/קלט (לא פעיל),₪  ,1,--,,0
10200004,"RIO-2,3כרטיס בקר פלט/קלט (לא פעיל)",₪  ,1,--,,0
10200006,TERMINAL     כרטיס פיקוד (לא עפיל),₪  ,80,--,,0
10200007,כרטיס מתאם לתא שוטר (לא פעיל),₪  ,162,--,,0
10200010,מנגנון AC 37 (לא פעיל),₪  ,17762.8,--,,0
10200011,כרטיס אם (לא פעיל),₪  ,1,--,,0
10200012,מנגנון דגם AC-37  משופץ (לא פעיל),₪  ,15048,--,,0
10200013,כרטיס ממסרים (לא פעיל),₪  ,1511,--,,0
10200014,כרטיס MB (לא פעיל),₪  ,1240,--,,0
10300000,מנגנון ATC952 בארון 244 (לא פעיל),₪  ,24725.68,--,,0
10300001,ATC 952 PSU (לא פעיל),₪  ,317.26,--,,0
10300007,ATC 952 POLICE CONTROL (לא פעיל),₪  ,255,--,,0
10300008,התאמת מנגנון (שיפוץ) ATC-952 (לא פעיל),$  ,708.28,--,,0
10300009,בקר 952 ATC (לא פעיל),₪  ,18000,--,,0
10800000,כרטיס 8 גלאים (לא פעיל),₪  ,1,--,,0
10800001,כרטיס לחצן הולך רגל+מחשב (לא פעיל),₪  ,1,--,,0
10800002,ספק כח למנגנון שטוייה (לא פעיל),₪  ,1,--,,0
10800003,כרטיס יציאה 220V (לא פעיל),₪  ,3698,--,,0
10800004,שטוייה C.P.U כרטיס (לא פעיל),₪  ,2331.25,--,,0
11000001,POWER SUPP.24V/6.5A/150W (לא פעיל),₪  ,361,--,,0
11000002,כרטיס גלאי 428,₪  ,430.84,--,,0
11000004,5VDC220 לVAC כרטיס המרה (לא פעיל),₪  ,691,--,,0
11000005,מיוצב DC ספק מתח (לא פעיל),₪  ,238,--,,0
11000006,REPRI 5\40 V (לא פעיל),₪  ,1,--,,0
11000007,ספק כוח 230VAC לרמזור  (SP00003/ SP00004),Eur,17.75,--,,0
11000008,ספק כוח 42VAC לרמזור (SP00005 / SP00006),Eur,19.75,--,,0
110000092,Par IO1616 kit for 16 input an 16 output 3522 704 24370 (לא פעיל),Eur,266.64,--,,0
11000010,DLP-75-24-1 ספק כח דגם (לא פעיל),₪  ,1,--,,0
11000011,REPRI        מעגל מודפס ל (לא פעיל),₪  ,31,--,,0
11000013,מפה סינופטית (לא פעיל),₪  ,0.01,--,,0
11000014,כרטיס תקשורת  2-00805-10 (לא פעיל),Eur,354,--,,0
11000015,כרטיס תקשורת 70510 (לא פעיל),₪  ,166.67,--,,0
11000024,כרטיס ממסרים לבקר 35(ירושלים) (לא פעיל),₪  ,18.11,--,,0
11000025,"כרטיס ממסרים לבקר 35 (ת""א) (לא פעיל)",₪  ,0.13,--,,0
11000033,כרטיס יח' הבהוב 220V (לא פעיל),₪  ,22.22,--,,0
11000041,בקר VFD007EL21A לשב''ס,₪  ,585,--,,0
11000042,ספק כח לשלט ST600-112 110AC-12VDC,₪  ,1300,--,,0
11000043,כרטיס מוצא R.S. (לא פעיל),₪  ,1,--,,0
11000045,ספק כח A24/150-24,$  ,53.6,--,,0
11000046,כרטיס מוצא ST-800 (לא פעיל),₪  ,1,--,,0
11000047,"כרטיס ממסרים לשלט נת""צ (לא פעיל)",₪  ,1,--,,0
11000049,כרטיס מוצא לבקר AC35 (לא פעיל),₪  ,1,--,,0
11000050,בקר דמבך-5 כרטיסים (לא פעיל),Eur,3821.26,--,,0
11000051,ספק כח 5V.12V.24V. T-100D (לא פעיל),₪  ,150.18,--,,0
11000052,ספק כח 5V.12V.24V. T-120D,₪  ,140.03,--,,0
11000055,ספק כח דמבך (לא פעיל),₪  ,1,--,,0
11000058,מעגל כרטיס 50,₪  ,45.32,--,,0
11000060,חבק BFH-17-0 פתיחה וסגורה חוזרת ( לא פעיל),₪  ,5.8,--,,0
11000061,*פנוי (לא פעיל),₪  ,727.16,--,,0
11000062,כרטיס תקשורת דמבך (דגם ישן) (לא פעיל),₪  ,709.99,--,,0
11000064,מנגנון 9610 קסטור (לא פעיל),₪  ,4798.4,--,,0
11000065,מנגנון 9620 קסטור (לא פעיל),Eur,940,--,,0
11000067,ספק כח קסטור,₪  ,0.01,--,,0
11000070,"כרטיס ממסרים לדמבך (ת""א) (לא פעיל)",₪  ,1,--,,0
11000071,כרטיס כפול 2-00700.2-00703-1 (MP),Eur,1696,--,,0
11000076,בקר דמבך -3 כרטיסים (לא פעיל),Eur,3786.5,--,,0
11000077,בקר מנורות הבהוב התראה (לא פעיל),₪  ,120.35,--,,0
11000078,כרטיס בדיקה לבקר דינם טק (לא פעיל),$  ,351.9,--,,0
11000079,כרטיס מתאם מודם לכרטיס תקשורת דמבך (לא פעיל),₪  ,1,--,,0
11000082,ASSY FLATCABLE FF 34P 3M 3522 708 06410 (לא פעיל),Eur,18.36,--,,0
11000083,HARTING CONNECTOR 09050483204 (לא פעיל),Eur,9.4,--,,0
11000084,CRIMP STECKER 0.75MM 0906000645 (לא פעיל),Eur,0.09,--,,0
11000085,EC2 BASIC ASSY /A 9586 132 01100(מילואה ראשית),Eur,1330.93,--,,0
11000086,Mini P/S(ספק כח) ( לא פעיל),Eur,95.24,--,,0
11000087,EC2 EXTENSION ASSY /A 9586 132 06100 (לא פעיל),Eur,613,--,,0
11000088,EC2 EXTENSION BP ASSY 9586 132 08100,Eur,102,--,,0
11000089,EC2 Extension Assy kit 9586 132 06110 (לא פעיל),Eur,42,--,,0
11000090,SUB RACK 3U/84HP 3522 759 93070,Eur,84.2,--,,0
11000092,"PAR-IO1616 3U כרטיס IO1616 מק""ט 352270424370",Eur,188.47,--,,0
11000097,EC2 MAINS DISTRIBUTION UNIT 6U 3522 704 72250,Eur,410.17,--,,0
11000103,PWB ASSY EURO DETECTOR 16/B 3522 704 23150,Eur,537.2,--,,0
11000104,ASSY I/O & DETECTOR CABLE 16/B 3522 708 04710,Eur,80.24,--,,0
11000105,LOOP TERM & PROTRCTION  UNIT 16/B 9586 131 80100,₪  ,361.39,--,,0
11000106,I/O CABLE 352275967010 (לא פעיל),Eur,12.32,--,,0
11000108,EC-2 primery backplane,Eur,75.86,--,,0
11000113,Single Output P.S. with PFC 15V/0-32A 500W (ספק),$  ,216.94,--,,0
11000115,ספק כח TDK-LAMBDA DPP100-24 (לא פעיל),₪  ,226,--,,0
11000117,כרטיס CPU,Eur,858.85,--,,0
11000127,FN XDIO EXT KIT  9586 134 08130,Eur,127.85,--,,0
11000128,ASSY XLS12 (42V) 3522 704 73520 (LCM),Eur,389.66,--,,0
11000129,FN BASIC ASSY/B  (42V) 9586 134 01110 (בקר),Eur,1344.65,--,,0
11000130,FN XLS EXT KIT (42V) 9586 134 08100,Eur,79.87,--,,0
11000136,ASSY PD5-L 35220 704 73940,Eur,149.76,--,,0
12000,(לא פעיל),₪  ,1,--,,0
12000000,12 מחזיק רקע לפנס רמזור (לא פעיל),₪  ,0.37,--,,0
12000005,"דלת לפנס ""12 ( לא פעיל)",₪  ,51.04,--,,0
12000006,רקע שחור סימון חץ לרמזור ( לא פעיל),₪  ,21,--,,0
12000007,שלט עצור כאן,₪  ,175,--,,0
12000008,שלט כיוון מורכב 2 מנורות (לא פעיל),₪  ,185,--,,0
12000009,300 מחזיק עליון רמז.צינור (לא פעיל),₪  ,30,--,,0
12000011,רגלית לפנס הולך רגל עליון,₪  ,40,--,,0
12000012,300 אנטי פנטום,₪  ,2000,--,,0
12000013,"עדשה אדומה ""8 דמות עומד ( לא פעיל)",₪  ,14,--,,0
12000014,"עדשה חלבית קוטר 39.5 ס""מ (לא פעיל)",₪  ,40.5,--,,0
12000015,"8"" עדשה אדומה זכוכית (לא פעיל)",₪  ,13.62,--,,0
12000016,"12"" עדשה אדומה זכוכית (לא פעיל)",₪  ,41.8,--,,0
12000020,"8"" עדשה ירוקה זכוכית (לא פעיל)",₪  ,13.62,--,,0
12000021,"12"" עדשה ירוקה זכוכית (לא פעיל)",₪  ,33,--,,0
12000022,*אלקטרוד (לא פעיל),Eur,101.44,--,,0
12000026,"12"" עדשה צהובה זכוכית (לא פעיל)",₪  ,1,--,,0
12000027,פנס רמזור 2X100ממ ( לא פעיל),₪  ,358,--,,0
12000028,"12"" עדשה צהובה זכוכית (לא פעיל)",₪  ,33,--,,0
12000029,אמבטיה לשלט כיוון -(ללא חשמל ) (לא פעיל),₪  ,114,--,,0
12000030,"רקע שחור לפנס"" 2X12 (לא פעיל)",₪  ,98,--,,0
12000031,רקע שחור לפנס 3X12  סימנס (לא פעיל),₪  ,106,--,,0
12000032,רקע שחור לפנס 3X12 פוטוריט ישן (לא פעיל),₪  ,110.03,--,,0
12000036,"עדשה שחורה 8""  מלא (ללא דמות) (לא פעיל)",₪  ,15,--,,0
12000037,פנס הולך רגל,₪  ,380,--,,0
12000038,פנס רמזור 3X12 תנועה רגיל ליבון ( לא פעיל),₪  ,700,--,,0
12000039,פנס רמזור 2X8  רגלית פלס הולך רגל רגיל ליבון ( לא פעיל),₪  ,380,--,,0
12000040,"קפיץ פיתול נירוסטה עובי חוט 2.5 מ""מ ( לא פעיל)",₪  ,24.98,--,,0
12000041,"רגלית עליונה 30 ס""מ  למהבהב ( לא פעיל)",Eur,7.7,--,,0
12000042,רגלית לפנס תנועה תחתון(מתכת) (לא פעיל),Eur,8.02,--,,0
12000043,רגלית לפנס הולך רגל תחתון (לא פעיל),₪  ,40,--,,0
12000044,300 מחזיק תחתון רמז.צינור (לא פעיל),₪  ,1,--,,0
12000046,פנס רמזור 1X12 מהבהב רגיל ליבון (לא פעיל),₪  ,319.86,--,,0
12000048,"רגלית תחתונה 30 ס""מ למהבהב (לא פעיל)",Eur,7.7,--,,0
12000049,"דמות עומד מתכת ""8 (לא פעיל)",₪  ,1,--,,0
12000050,"דמות הולך מתכת ""8 (לא פעיל)",₪  ,1,--,,0
12000052,"עדשה אדומה ""8 דמות עומד (לא פעיל)",₪  ,1,--,,0
12000054,חישוק 40 סמ' לשלט כיוון (לא פעיל),₪  ,40,--,,0
12000055,חישוק 50 סמ' לשלט כיוון (לא פעיל),₪  ,50,--,,0
12000056,סף שטוח כפול (חישוק לבולרד) (לא פעיל),₪  ,9.45,--,,0
12000057,פנס תנועה 3X300  מבוסס LED (לא פעיל),Eur,318.05,--,,0
12000058,פנס הולך-רגל 2X200 מבוסס LED (לא פעיל),Eur,202.78,--,,0
12000059,פנס מהבהב 1X300 מבוסס LED (לא פעיל),Eur,107.91,--,,0
12000060,תמרור הוריה מואר מבוסס LED( לא פעיל),₪  ,0,--,,0
12000061,רקע לפנס מונדיאל פוטוריט (לא פעיל),₪  ,105.99,--,,0
12000064,פנס רכבת קלה (2132215) 200X3 42V,₪  ,1,--,,0
12000067,לחי לשלט כיוון (לא פעיל),₪  ,18,--,,0
12000068,פרופיל לשלט כיוון (לא פעיל),₪  ,9,--,,0
12000070,שלט כיוון מבוסס LED (לא פעיל),$  ,100.14,--,,0
12000077,רגלית לפנס הולך רגל לדים (לא פעיל),Eur,15.58,--,,0
12000078,רקע שחור 93X93 סמ' (לא פעיל),₪  ,106,--,,0
12000079,רגלית פנס הולך רגל עליון(מתכת) (לא פעיל),Eur,6.94,--,,0
12000083,"עדשה 100 מ""מ אדום (לא פעיל)",Eur,1.8,--,,0
12000084,"עדשה 100 מ""מ ירוק (לא פעיל)",Eur,1.8,--,,0
12000085,מסגרת רקע לפנס לד דגם R (לא פעיל),₪  ,75,--,,0
12000086,רגלית לפנס תנועה לדים עליון (מתכת) (לא פעיל),₪  ,26,--,,0
12000087,רגלית לפנס תנועה לדים תחתון (מתכת) (לא פעיל),₪  ,26,--,,0
12000088,צינורית קוטר 20 ממ' עם הברגה,₪  ,7.28,--,,0
12000090,שלט כיוון לפנס +עדשה 41.5 קומפלט (לא פעיל),₪  ,92,--,,0
12000091,"פנס LED אדום ירוק מק""ט TPTF-5L2RG (לא פעיל)",₪  ,297.84,--,,0
12000092,"פנס רק""ל 210*3 כולל דמות בהרכבה חיצונית (לא פעיל)",₪  ,1700,--,,0
12000093,פנס 2X300 LED (לא פעיל),Eur,259.16,--,,0
12000094,פנס 8*3 אדום אדום ירוק כולל רגליות (לא פעיל),Eur,100,--,,0
12000095,פנס לד 3 תאים כולל זמזם ומעמד שולחני (לא פעיל),₪  ,398.97,--,,0
12000098,פנס סולארי שטוח (לא פעיל),₪  ,0,--,,0
12000099,פנס סולארי זוויתי רגיל (לא פעיל),₪  ,0,--,,0
12000101,חץ לעדשה לפנס תנועה  לד פולני,₪  ,23,--,,0
12000103,פנס שקוע דקרויקה נפטון מרובע לבן 20369WH (לא פעיל),₪  ,0,--,,0
12000104,פנס דקרויקה לד לבן EUROLUX 220V (לא פעיל),₪  ,0,--,,0
12000105,פנס מהבהב 2X300 מבוסס LED ה/8 (לא פעיל),Eur,228,--,,0
12000106,"פנס רמזור תנועה 3X100 מ""מ (לא פעיל)",₪  ,350,--,,0
12000107,"פנס רמזור ""8*1  כולל רגליות (לא פעיל)",₪  ,230,--,,0
12000108,פנס הדרכה שולחני (לא פעיל),₪  ,60,--,,0
12000109,פנסי לד מהבהבים לתמרור (לא פעיל),₪  ,850,--,,0
12000116,"עדשה שחורה 12""  מלא (ללא דמות) (לא פעיל)",₪  ,24.6,--,,0
12000120,רגלית לבולרד על עמוד (לא פעיל),₪  ,75,--,,0
12000121,"תמרור ב-49 מואר ע""י לדים (לא פעיל)",₪  ,800,--,,0
12000122,קיט ברגים וכבלים לפנסים (צומת ממוצע),₪  ,962.42,--,,0
12000124,עדשה אדומה לפנס ה.ר. Led Module RED 200 mm 42 VCA 12213,Eur,55,--,,0
12000142,מדבקה לפנס הולך רגל דמות עומדת,₪  ,8.5,--,,0
12000143,מדבקה לפנס הולך רגל דמות הולכת,₪  ,8.5,--,,0
12000145,פנס רמזור 70 מ''מ לד 3 צבעים 220 VAC,₪  ,249.67,--,,0
12000146,פנס רמזור 70 מ''מ לד 2 צבעים 220 VAC,₪  ,200,--,,0
12000149,נורית לד 100 מ''מ ירוק 46100047,₪  ,200,--,,0
12000151,מעגל לדים אדום לפנס 200 מ''מ 220V,₪  ,0,72,,0
12000152,מעגל לדים ירוק לפנס 200 מ''מ 220V,₪  ,0,77,,0
12000153,מעגל לדים לבן לפנס 200 מ''מ 220V,₪  ,0,14,,0
12000154,מעגל צהוב לפנס 200 מ''מ 220V,₪  ,0,10,,0
12000155,מעגל לדים אדום לפנס 300 מ''מ 220V,₪  ,0,57,,0
12000156,מעגל לדים צהוב לפנס 300 מ''מ 220V,₪  ,0,63,,0
12000157,מעגל לדים ירוק לפנס 300 מ''מ 220V,₪  ,0,55,,0
12000158,מעגל לדים אדום לפנס 200 מ''מ 42V,₪  ,0,6,,0
12000159,מעגל לדים ירוק לפנס 200 מ''מ 42V,₪  ,0,9,,0
12000160,מעגל לדים אדום לפנס 300 מ''מ 42V,₪  ,0,2,,0
12000161,מעגל לדים צהוב לפנס 300 מ''מ 42V,₪  ,0,3,,0
12000162,מעגל לדים ירוק לפנס 300 מ''מ 42V,₪  ,0,--,,0
12000164,ספק כח לפנס 220V,₪  ,0,368,,0
12000165,ספר כח לפנס 42V,₪  ,0,23,,0
12001282,פנס רמזור הולך רגל 8'' 24V,₪  ,1150.43,--,,0
12001283,עדשה צהובה ללא לדים לפנס ה.ר. Yellow front lens fi 200mm,Eur,6.5,--,,0
13000000,בולרד פרסה עדשה יצוקה (לא פעיל),₪  ,1,--,,0
13000001,בולרד מואר בסיס אלומיניום,₪  ,1250,--,,0
13000002,SHELON 500 בולרד ראש יצוק (לא פעיל),₪  ,1,--,,0
13000003,'בולרד ראש יצוק בסיס אלומ (לא פעיל),₪  ,890,--,,0
13000006,תמרור פח ב-50 (לא פעיל),₪  ,50,--,,0
13000007,50X50   תמרור ג45- עירוני (לא פעיל),₪  ,1,--,,0
13000008,"שלט רב עוצמה א-43 ""פרט לתו חניה""  30/50 (לא פעיל)",₪  ,45.02,--,,0
13000009,תמרור א41-(בן עירוני)300מ (לא פעיל),₪  ,1,--,,0
13000010,תמרור א41-(בן עירוני)500מ (לא פעיל),₪  ,1,--,,0
13000011,תמרור א41-(בן עירוני)100מ (לא פעיל),₪  ,1,--,,0
13000012,"שלה לתמרור ""3 (לא פעיל)",₪  ,10,--,,0
13000013,"תמרור ב-37 ""עצור""",₪  ,90.07,--,,0
13000014,שלט מסתובב-להתקנה על שוט (לא פעיל),₪  ,782.4,--,,0
13000015,תמרור ג/7  עדשה בולטת (לא פעיל),₪  ,180,--,,0
13000017,מתומן לתמרור עצור+מדבקה (לא פעיל),₪  ,30,--,,0
13000018,"ארון דגם IP55מ""מ OR-2110 1100*590*320 (לא פעיל)",₪  ,25,--,,0
13000020,בסיס יסוד למכוון תנועה מו (לא פעיל),₪  ,85.58,--,,0
13000021,בולרד על עמוד (לא פעיל),₪  ,850,--,,0
130000226,"Sign for Municipality of hollonFull matrix,led color-amber (לא פעיל)",$  ,13100,--,,0
13000024,תמרור ג-34 (מחזיר אור רב עוצמה) (לא פעיל),₪  ,500,--,,0
13000025,"שלט הכוונה מואר לדים מידה כללית 1200-800 מ""מ (לא פעיל)",₪  ,4084.88,--,,0
13000032,בולרד עם לדים (לא פעיל),₪  ,850,--,,0
13000033,"שלט הכוונה קומתי לדים מידה כללית 1050-250 מ""מ (לא פעיל)",₪  ,1804.95,--,,0
13000034,טרפז לבולרד (לא פעיל),₪  ,80,--,,0
13000035,תמרור פח ב-6 (לא פעיל),₪  ,65,--,,0
13000037,בסיס אלומיניום לבולרד,₪  ,150,--,,0
13000038,בסיס אלומיניום לחישוק בולרד,₪  ,60,--,,0
13000039,קפיץ לבולרד,₪  ,11.9,--,,0
13000040,בסיס לקפיץ בולרד,₪  ,60,--,,0
13000041,פינים פלדה לקפיצים לבולרד (לא פעיל),₪  ,3.9,--,,0
13000042,מופה 1.1/2 לעמוד מרכזי בולרד,Eur,1917.5,--,,0
13000043,עמוד מרכזי לבולרד (לא פעיל),₪  ,1,--,,0
13000044,חישוק לבולרד,₪  ,0.99,--,,0
13000045,צינור 8'' PVC דרג 8,₪  ,3.86,--,,0
13000046,קפיץ למנורה עגולה בבולרד,₪  ,7.65,--,,0
13000047,ניפל 1.1/2X5 ס''מ,₪  ,6,--,,0
13000050,שלט פח  לפי דרישה (מצורף שרטוט),₪  ,19.98,--,,0
13000051,שלט לתו חניה מחזיר אור 3 שפות  HI (לא פעיל),₪  ,65.01,--,,0
13000052,שלט חניה שמורה רכב משטרה מ.א.רגיל (לא פעיל),₪  ,60.01,--,,0
13000053,שלט פרט לטעינה ופריקה 3 שפות 70X35 סמ' (לא פעיל),₪  ,80.04,--,,0
13000054,"שלה לתמרור ""6 חיבור מהצד (לא פעיל)",₪  ,9.7,--,,0
13000055,"שלה לתמרור ""8 (לא פעיל)",₪  ,24.99,--,,0
13000056,שלט במפגש רכבת מחזיר אור HI כתום (לא פעיל),₪  ,2300,--,,0
13000057,שלט פרט להעלאה והורדת נוסעים 60/60 (לא פעיל),₪  ,108,--,,0
13000058,תמרור ג-1  עירוני HI,₪  ,85,--,,0
13000059,תמרור א-43 HI  חניה מסודרת,₪  ,210,--,,0
13000060,תמרור ב-29  עירוני HI (לא פעיל),₪  ,85,--,,0
13000061,תמרור ב-28  עירוני HI,₪  ,85,--,,0
13000062,מדבקה לפי דרישה (תואמת סקיצה),₪  ,37.99,--,,0
13000063,שלט אלומ' 67X78 סמ' -רמזור חדש לפניך (לא פעיל),₪  ,389.81,--,,0
13000065,מנוע (ROTA PANEL),₪  ,2000.34,--,,0
13000066,ROTA PANEL-RP 2000,Eur,385,--,,0
13000067,ROTA PANEL-RP 2000 B,Eur,425,--,,0
13000068,שלט ROTAPANEL VPS-IS-230 1X2 M אנכי,Eur,2333.13,--,,0
13000070,שלט א-43 50/57  חניה ל-2 שעות (לא פעיל),₪  ,85.5,--,,0
13000071,שלט א-43 50/57 חניה ל-3 שעות (לא פעיל),₪  ,140,--,,0
13000072,תמרור משולש,₪  ,50,--,,0
13000073,תמרור משושה (לא פעיל),₪  ,400,--,,0
13000074,"שלט VPS מק""ט V69/3700/1 (לא פעיל)",Eur,10601.26,--,,0
13000075,"שלט VPS מק""ט V47/3060/1 (לא פעיל)",Eur,6008.56,--,,0
13000076,"שלט VPS מק""ט V78/3710/1 (לא פעיל)",Eur,11012.74,--,,0
13000077,"שלט VPS מק""ט V45/5130/1 (לא פעיל)",Eur,9475.65,--,,0
13000078,"שלט VPS מק""ט V38/4000/1 (לא פעיל)",Eur,5810.34,--,,0
13000079,"שלט VPS מק""ט V53/3710/1 (לא פעיל)",Eur,7203.19,--,,0
13000080,"שלט VPS מק""ט V52/3900/1 (לא פעיל)",Eur,6920.02,--,,0
13000081,"שלט VPS מק""ט V23/1810/1 (לא פעיל)",Eur,3079.5,--,,0
13000082,"קונוס 75 ס""מ (לא פעיל)",₪  ,63.75,--,,0
13000083,"שלט ב-18 בין ערוני יהלום תקן מע""צ (לא פעיל)",₪  ,345.6,--,,0
13000125,שלט תמרור מתחלף דגם TCS130XH0.8*0.8M,₪  ,110,--,,0
13000171,שלט אלקטרוני דגם  MS8/2-10L HB (לא פעיל),₪  ,10500,--,,0
13000172,שלט רב עוצמה 177.07*100 האט רמזור לפניך  צד שני מצופה וניל (לא פעיל),₪  ,980.26,--,,0
13000173,שלט רב עוצמה 41.48*84.06 באור אדום נא עצור כאן צד שני מצופה וניל (לא פעיל),₪  ,280.08,--,,0
13000174,LCS SUGNS 10 SYMBOLS (לא פעיל),$  ,6621.59,--,,0
13000175,תמרור ג'7  דו צדדי (לא פעיל),₪  ,75.61,--,,0
13000176,תמרור ב-51 (לא פעיל),₪  ,48.35,--,,0
13000177,תמרור ו-2 אנכי עם מהבהב (לא פעיל),₪  ,92.31,--,,0
13000178,קונוס 1 מטר (לא פעיל),₪  ,158.25,--,,0
13000179,תמרור א'-43(שילוט מדרכה חסומה עבור למדרכה ממול) (לא פעיל),₪  ,42.2,--,,0
13000180,תמרור א-41 (לא פעיל),₪  ,42.2,--,,0
13000181,תמרור א-11 (לא פעיל),₪  ,43.08,--,,0
13000182,תמרור א-9 (לא פעיל),₪  ,43.08,--,,0
13000183,תמרור ב-8 (לא פעיל),₪  ,48.36,--,,0
13000184,תמרור ב-9 (לא פעיל),₪  ,48.35,--,,0
13000185,תמרור ב-7 (לא פעיל),₪  ,48.35,--,,0
13000186,תמרור ב-20 (לא פעיל),₪  ,48.36,--,,0
13000187,תמרור ב-39/39 עם אתת (לא פעיל),₪  ,0,--,,0
13000188,תמרור ג-45 (לא פעיל),₪  ,0,--,,0
13000189,תמרור ב-21 (לא פעיל),₪  ,50.99,--,,0
13000190,SIGN FOR MUNICIPALITY OF HOLON 3 LINE CHARACTER HIGH 14 CM COLOR AMBER OUTDOR (לא פעיל),₪  ,0,--,,0
13000191,SIGN 1 LINE 4 CHARACTERS CHARACTER HIGH 10 CM COLOR ED (לא פעיל),₪  ,0,--,,0
13000192,DIGITAL CLOCK 7 SIGMENT COLOR RED (לא פעיל),₪  ,0,--,,0
